Time (sec),Temp (C),Pressure (MPa),Mean,StDev
5.0,7.932448979591837,101.0204081632653,1.9550381424011716,0.611963638219831
5.0,8.101224489795918,101.0204081632653,1.975714670663489,0.655703257547131
5.0,8.27,101.0204081632653,1.988206960734256,0.6767992330665339
5.0,0.0,102.6530612244898,2.0392534436928833,1.6859714400306567
5.0,0.16877551020408177,102.6530612244898,2.031774714789817,1.6317860100697792
5.0,0.33755102040816354,102.6530612244898,2.0226927735639464,1.3947874029917133
5.0,0.5063265306122444,102.6530612244898,2.0137473830145383,1.2909987221074344
5.0,0.6751020408163262,102.6530612244898,2.003358852846517,1.1961317422751314
5.0,0.8438775510204088,102.6530612244898,1.9929920206239908,1.0618978044977778
5.0,1.0126530612244897,102.6530612244898,1.9829252740710925,0.9603025040563414
5.0,1.1814285714285715,102.6530612244898,1.9534045149624248,0.9451884394638662
5.0,1.3502040816326533,102.6530612244898,1.9253948761477697,0.887610985332701
5.0,1.518979591836735,102.6530612244898,1.898990836512579,0.8235359916736275
5.0,1.6877551020408168,102.6530612244898,1.8843901854513032,0.7632837477511242
5.0,1.8565306122448977,102.6530612244898,1.8726377169512312,0.7125344777190957
5.0,2.0253061224489795,102.6530612244898,1.8617633848609296,0.6859508118537635
5.0,2.194081632653061,102.6530612244898,1.8518121620013779,0.6729468971575302
5.0,2.362857142857143,102.6530612244898,1.8114922389326282,0.6349743240680751
5.0,2.5316326530612243,102.6530612244898,1.7757514206725076,0.5947286767419312
5.0,2.7004081632653056,102.6530612244898,1.745013031398534,0.5725545916244807
5.0,2.869183673469388,102.6530612244898,1.7191565914958291,0.5602555094316783
5.0,3.037959183673469,102.6530612244898,1.6980490667697221,0.5400653798047542
5.0,3.206734693877551,102.6530612244898,1.6815434350808427,0.5146497609152522
5.0,3.3755102040816327,102.6530612244898,1.6694764978559848,0.4902074189680411
5.0,3.544285714285714,102.6530612244898,1.6604924731926858,0.46716689144152346
5.0,3.713061224489796,102.6530612244898,1.6556837283794534,0.4554807343615307
5.0,3.8818367346938776,102.6530612244898,1.6557645921224318,0.44646179564478805
5.0,4.050612244897959,102.6530612244898,1.6604035751846171,0.4377958040030514
5.0,4.219387755102041,102.6530612244898,1.6684947223849182,0.42755961422492683
5.0,4.388163265306122,102.6530612244898,1.6783432390599586,0.4111279675207707
5.0,4.556938775510204,102.6530612244898,1.6907905192444221,0.3509476644768889
5.0,4.725714285714286,102.6530612244898,1.705461142227306,0.3113708502480441
5.0,4.894489795918367,102.6530612244898,1.721966840068892,0.29186783771802616
5.0,5.063265306122449,102.6530612244898,1.739923963694344,0.28709685681907204
5.0,5.23204081632653,102.6530612244898,1.7589787134201766,0.27135436256867346
5.0,5.400816326530612,102.6530612244898,1.7788406441103914,0.2569933923819502
5.0,5.569591836734694,102.6530612244898,1.799322110204627,0.2510651130555717
5.0,5.738367346938776,102.6530612244898,1.8203738457017278,0.25436470636567493
5.0,5.9071428571428575,102.6530612244898,1.8421001683716596,0.2646954830899508
5.0,6.075918367346938,102.6530612244898,1.854510936213083,0.27976360943229694
5.0,6.24469387755102,102.6530612244898,1.85967892434948,0.29060750446864103
5.0,6.413469387755102,102.6530612244898,1.8651663785362336,0.30047039652179675
5.0,6.582244897959184,102.6530612244898,1.8710728538415113,0.3237723814964326
5.0,6.751020408163265,102.6530612244898,1.877502469956176,0.3535359771117502
5.0,6.919795918367347,102.6530612244898,1.8845595192486058,0.4007586763520713
5.0,7.088571428571428,102.6530612244898,1.8923447956065276,0.4623521974627711
5.0,7.25734693877551,102.6530612244898,1.9068461922245123,0.5106449131602678
5.0,7.426122448979592,102.6530612244898,1.9256808320252452,0.5416870474737581
5.0,7.594897959183673,102.6530612244898,1.9465621319847097,0.5658204480526888
5.0,7.763673469387755,102.6530612244898,1.9696406487502183,0.5765464892076408
5.0,7.932448979591837,102.6530612244898,1.986889171657862,0.6108402358886017
5.0,8.101224489795918,102.6530612244898,1.9958997221854318,0.6554982784271308
5.0,8.27,102.6530612244898,2.0056202841342565,0.6770049609432435
5.0,0.0,104.28571428571428,2.025548559816804,1.6628781886361659
5.0,0.16877551020408177,104.28571428571428,2.0150967432279603,1.4378232196529854
5.0,0.33755102040816354,104.28571428571428,2.0030782082001046,1.2982058290698486
5.0,0.5063265306122444,104.28571428571428,1.9907128610052038,1.1986185711599382
5.0,0.6751020408163262,104.28571428571428,1.969636361953525,1.0560722035332128
5.0,0.8438775510204088,104.28571428571428,1.9338065814910033,0.9597194598910165
5.0,1.0126530612244897,104.28571428571428,1.8994547421232735,0.9400150506616826
5.0,1.1814285714285715,104.28571428571428,1.8805176322351993,0.8675482429855047
5.0,1.3502040816326533,104.28571428571428,1.8645712365630278,0.8006210956813105
5.0,1.518979591836735,104.28571428571428,1.841502846333725,0.7303804835064015
5.0,1.6877551020408168,104.28571428571428,1.7774118145368711,0.6927882765713653
5.0,1.8565306122448977,104.28571428571428,1.7192132075334348,0.6746473535174115
5.0,2.0253061224489795,104.28571428571428,1.66681682583685,0.6349106188036746
5.0,2.194081632653061,104.28571428571428,1.6075067032073727,0.5879974531294405
5.0,2.362857142857143,104.28571428571428,1.5554480495544702,0.5689553909699283
5.0,2.5316326530612243,104.28571428571428,1.5106117226361089,0.5484530392563884
5.0,2.7004081632653056,104.28571428571428,1.4727092076732196,0.5212925622605955
5.0,2.869183673469388,104.28571428571428,1.4388399871545807,0.4934755541057032
5.0,3.037959183673469,104.28571428571428,1.409196688633887,0.4687669104798293
5.0,3.206734693877551,104.28571428571428,1.3869555592169078,0.4561646699788331
5.0,3.3755102040816327,104.28571428571428,1.3717785879301394,0.44772420372455435
5.0,3.544285714285714,104.28571428571428,1.3633569831355434,0.4401430550145772
5.0,3.713061224489796,104.28571428571428,1.3614047996039016,0.4331548730035687
5.0,3.8818367346938776,104.28571428571428,1.3656514244584725,0.4271412389805499
5.0,4.050612244897959,104.28571428571428,1.375833306698475,0.42147846605769035
5.0,4.219387755102041,104.28571428571428,1.391685549644532,0.42003889376603354
5.0,4.388163265306122,104.28571428571428,1.4129343030348032,0.4186643667024492
5.0,4.556938775510204,104.28571428571428,1.4392912898124892,0.4172710315617861
5.0,4.725714285714286,104.28571428571428,1.4678702445853968,0.4133243482615989
5.0,4.894489795918367,104.28571428571428,1.4975355991071762,0.38626100399996977
5.0,5.063265306122449,104.28571428571428,1.5305384043439716,0.33812348579517815
5.0,5.23204081632653,104.28571428571428,1.5666014053667305,0.31648446025705546
5.0,5.400816326530612,104.28571428571428,1.6055001322895088,0.30419562341154016
5.0,5.569591836734694,104.28571428571428,1.6470978944259806,0.2968142943710485
5.0,5.738367346938776,104.28571428571428,1.6857499263148235,0.2943919824342568
5.0,5.9071428571428575,104.28571428571428,1.7222837923479268,0.2966582886090029
5.0,6.075918367346938,104.28571428571428,1.7609694310178308,0.30351569737449763
5.0,6.24469387755102,104.28571428571428,1.802083523036958,0.31388477687412825
5.0,6.413469387755102,104.28571428571428,1.8459875931877712,0.3314914890166294
5.0,6.582244897959184,104.28571428571428,1.8606299073572408,0.35102568344944607
5.0,6.751020408163265,104.28571428571428,1.8714186053093083,0.388454402626087
5.0,6.919795918367347,104.28571428571428,1.8828601753583243,0.422565124230034
5.0,7.088571428571428,104.28571428571428,1.8951534881352754,0.4683299640779649
5.0,7.25734693877551,104.28571428571428,1.920721902122941,0.5122686414054773
5.0,7.426122448979592,104.28571428571428,1.9481281935226176,0.5427639514394289
5.0,7.594897959183673,104.28571428571428,1.9774961563123026,0.5638652884337358
5.0,7.763673469387755,104.28571428571428,1.9913983102231494,0.5765406517659548
5.0,7.932448979591837,104.28571428571428,2.0022154522466318,0.6148201949308866
5.0,8.101224489795918,104.28571428571428,2.0134341513206406,0.662466744125876
5.0,8.27,104.28571428571428,2.023295049025144,0.6786867732221703
5.0,0.0,105.91836734693878,2.010677429245733,1.5231761406631987
5.0,0.16877551020408177,105.91836734693878,1.9964692606920607,1.3095782064315173
5.0,0.33755102040816354,105.91836734693878,1.981263801027654,1.212917724163543
5.0,0.5063265306122444,105.91836734693878,1.9391100938443226,1.0774453911065907
5.0,0.6751020408163262,105.91836734693878,1.8983187672216097,0.9600152526482498
5.0,0.8438775510204088,105.91836734693878,1.8765903710712522,0.9393713287802171
5.0,1.0126530612244897,105.91836734693878,1.8571981667701722,0.8596091514843294
5.0,1.1814285714285715,105.91836734693878,1.7922961068472336,0.7879039309194048
5.0,1.3502040816326533,105.91836734693878,1.7140288532732662,0.7165531091959566
5.0,1.518979591836735,105.91836734693878,1.635722208724773,0.682183370367016
5.0,1.6877551020408168,105.91836734693878,1.552849587371232,0.6578584345829424
5.0,1.8565306122448977,105.91836734693878,1.4787821893609694,0.5980332234121533
5.0,2.0253061224489795,105.91836734693878,1.4050321536017092,0.569366045689641
5.0,2.194081632653061,105.91836734693878,1.3366884292232593,0.5440325740851284
5.0,2.362857142857143,105.91836734693878,1.2778620567832129,0.5085879637868906
5.0,2.5316326530612243,105.91836734693878,1.2332879519486273,0.47553080641190393
5.0,2.7004081632653056,105.91836734693878,1.215818913421465,0.4563164938755848
5.0,2.869183673469388,105.91836734693878,1.2014014674393974,0.4459756328080824
5.0,3.037959183673469,105.91836734693878,1.1900073467452708,0.43722854196985916
5.0,3.206734693877551,105.91836734693878,1.1815976932651837,0.4301058621938416
5.0,3.3755102040816327,105.91836734693878,1.1761233897517076,0.4242153070097717
5.0,3.544285714285714,105.91836734693878,1.1735252548333552,0.420865016074607
5.0,3.713061224489796,105.91836734693878,1.1737340823317461,0.4196664876164947
5.0,3.8818367346938776,105.91836734693878,1.1766705483950914,0.41859020614387554
5.0,4.050612244897959,105.91836734693878,1.182245071783877,0.41823014811131354
5.0,4.219387755102041,105.91836734693878,1.1903577900872444,0.4181376410228713
5.0,4.388163265306122,105.91836734693878,1.2008989014807514,0.418055707099782
5.0,4.556938775510204,105.91836734693878,1.2137497076553974,0.4179862192948848
5.0,4.725714285714286,105.91836734693878,1.2287847613282985,0.4176937071721315
5.0,4.894489795918367,105.91836734693878,1.2584033421093483,0.41741813647808723
5.0,5.063265306122449,105.91836734693878,1.3052484212398667,0.41734613413772637
5.0,5.23204081632653,105.91836734693878,1.3577141481107313,0.41565423128294976
5.0,5.400816326530612,105.91836734693878,1.415871024598363,0.4139445961939472
5.0,5.569591836734694,105.91836734693878,1.475718824573961,0.4123397981730156
5.0,5.738367346938776,105.91836734693878,1.5338833394191276,0.40421535714220447
5.0,5.9071428571428575,105.91836734693878,1.5969416890128805,0.39711411312868605
5.0,6.075918367346938,105.91836734693878,1.6652322828404358,0.39528922848431125
5.0,6.24469387755102,105.91836734693878,1.722854255536089,0.39996224824181337
5.0,6.413469387755102,105.91836734693878,1.7845868980763329,0.4100793972712962
5.0,6.582244897959184,105.91836734693878,1.8509564680322863,0.42257825125554993
5.0,6.751020408163265,105.91836734693878,1.8668740428796968,0.4356574301054916
5.0,6.919795918367347,105.91836734693878,1.8829420739776919,0.4538957944747521
5.0,7.088571428571428,105.91836734693878,1.9044589502341158,0.4828905444818161
5.0,7.25734693877551,105.91836734693878,1.939265548273114,0.5120088639316804
5.0,7.426122448979592,105.91836734693878,1.975939601409301,0.534704611723127
5.0,7.594897959183673,105.91836734693878,1.993214009801233,0.5486841875317565
5.0,7.763673469387755,105.91836734693878,2.0062432525551626,0.5659313050484767
5.0,7.932448979591837,105.91836734693878,2.018475448305175,0.6043844828429265
5.0,8.101224489795918,105.91836734693878,2.0299417121912224,0.647960318153683
5.0,8.27,105.91836734693878,2.0396597670994714,0.6626527189730795
5.0,0.0,107.55102040816328,1.99475025139993,1.337108897896813
5.0,0.16877551020408177,107.55102040816328,1.9710407674851667,1.2484615527840601
5.0,0.33755102040816354,107.55102040816328,1.9239599009689565,1.1305310960338506
5.0,0.5063265306122444,107.55102040816328,1.8864036270752655,0.9612995270082186
5.0,0.6751020408163262,107.55102040816328,1.8637068160191506,0.9439127758895453
5.0,0.8438775510204088,107.55102040816328,1.8060402366983193,0.8656095513218015
5.0,1.0126530612244897,107.55102040816328,1.7118801357801174,0.7871733595930898
5.0,1.1814285714285715,107.55102040816328,1.6136370762122658,0.7115598514765824
5.0,1.3502040816326533,107.55102040816328,1.5128144508089911,0.6782568214783392
5.0,1.518979591836735,107.55102040816328,1.4156807852644395,0.6350684612586452
5.0,1.6877551020408168,107.55102040816328,1.3194634840211146,0.5762315156546691
5.0,1.8565306122448977,107.55102040816328,1.236192109995196,0.5532420595275955
5.0,2.0253061224489795,107.55102040816328,1.2050557356087122,0.5118496716145762
5.0,2.194081632653061,107.55102040816328,1.177203036622946,0.470151127832966
5.0,2.362857142857143,107.55102040816328,1.1531561900245098,0.450849097901743
5.0,2.5316326530612243,107.55102040816328,1.1345728887382664,0.43801576493190997
5.0,2.7004081632653056,107.55102040816328,1.1188212370575359,0.427855136814163
5.0,2.869183673469388,107.55102040816328,1.1058980109846013,0.4210278128404006
5.0,3.037959183673469,107.55102040816328,1.0957891997784894,0.4192488580690047
5.0,3.206734693877551,107.55102040816328,1.0905196508814912,0.41824794840380664
5.0,3.3755102040816327,107.55102040816328,1.0900033333848915,0.4181227221676992
5.0,3.544285714285714,107.55102040816328,1.0897941159627627,0.41802227699463146
5.0,3.713061224489796,107.55102040816328,1.089888006555383,0.4177776843445761
5.0,3.8818367346938776,107.55102040816328,1.090278325549183,0.41727267787789113
5.0,4.050612244897959,107.55102040816328,1.092337598287333,0.41689010049418307
5.0,4.219387755102041,107.55102040816328,1.1008310277921762,0.4166177828869756
5.0,4.388163265306122,107.55102040816328,1.111749117154674,0.4164527416799536
5.0,4.556938775510204,107.55102040816328,1.1250198715309219,0.4164010437387985
5.0,4.725714285714286,107.55102040816328,1.1405691415321062,0.41647679933152626
5.0,4.894489795918367,107.55102040816328,1.1585659055756103,0.4167001874392927
5.0,5.063265306122449,107.55102040816328,1.1813931352801805,0.4170944693425953
5.0,5.23204081632653,107.55102040816328,1.2066604981997568,0.41768213696555856
5.0,5.400816326530612,107.55102040816328,1.2343248946123044,0.4180290095059208
5.0,5.569591836734694,107.55102040816328,1.3039192680292229,0.41815383315948684
5.0,5.738367346938776,107.55102040816328,1.3860071347479779,0.41832728139650643
5.0,5.9071428571428575,107.55102040816328,1.4736980874728955,0.41999500751992835
5.0,6.075918367346938,107.55102040816328,1.5579317590594535,0.42291136204140845
5.0,6.24469387755102,107.55102040816328,1.6504531645565677,0.43015720975390054
5.0,6.413469387755102,107.55102040816328,1.732735075482217,0.4380934347625804
5.0,6.582244897959184,107.55102040816328,1.8181539751297704,0.4470297263088273
5.0,6.751020408163265,107.55102040816328,1.864352886224427,0.45664796137041497
5.0,6.919795918367347,107.55102040816328,1.885188485949796,0.47950874779499864
5.0,7.088571428571428,107.55102040816328,1.9184001448024792,0.4967104652865737
5.0,7.25734693877551,107.55102040816328,1.9629364789113555,0.5078943886682816
5.0,7.426122448979592,107.55102040816328,1.991567241355456,0.5103262363466752
5.0,7.594897959183673,107.55102040816328,2.00714104242313,0.49905471964074843
5.0,7.763673469387755,107.55102040816328,2.0212327816544238,0.5113826341312835
5.0,7.932448979591837,107.55102040816328,2.034618005116399,0.5467670818099859
5.0,8.101224489795918,107.55102040816328,2.0430558625924373,0.5720584748871579
5.0,8.27,107.55102040816328,2.0502533198081765,0.5832570109958826
5.0,0.0,109.18367346938776,1.9774974296948091,1.3010400921652807
5.0,0.16877551020408177,109.18367346938776,1.9255951954586674,1.1905435622708143
5.0,0.33755102040816354,109.18367346938776,1.884753028636258,1.0154194401684498
5.0,0.5063265306122444,109.18367346938776,1.8595029233559035,0.9543185199843841
5.0,0.6751020408163262,109.18367346938776,1.7755574470880322,0.8877706999452236
5.0,0.8438775510204088,109.18367346938776,1.671261647753892,0.8009668896293892
5.0,1.0126530612244897,109.18367346938776,1.5502350219620182,0.7170235806972098
5.0,1.1814285714285715,109.18367346938776,1.4363706643741363,0.6784221361599211
5.0,1.3502040816326533,109.18367346938776,1.3180428347443895,0.6279531028200264
5.0,1.518979591836735,109.18367346938776,1.2272953733071505,0.5725213984312216
5.0,1.6877551020408168,109.18367346938776,1.1879797942969654,0.5397852737529016
5.0,1.8565306122448977,109.18367346938776,1.1526952058190674,0.48707574042009605
5.0,2.0253061224489795,109.18367346938776,1.1243767630495645,0.453443728248884
5.0,2.194081632653061,109.18367346938776,1.099024794406539,0.43647604056791944
5.0,2.362857142857143,109.18367346938776,1.0891793494707147,0.42316871509303355
5.0,2.5316326530612243,109.18367346938776,1.0869540109502027,0.41903271979837386
5.0,2.7004081632653056,109.18367346938776,1.0850470505131375,0.41812196326073714
5.0,2.869183673469388,109.18367346938776,1.0806259247779695,0.4175255371151414
5.0,3.037959183673469,109.18367346938776,1.0500039495847306,0.41617938680206124
5.0,3.206734693877551,109.18367346938776,1.0285071535619317,0.41515268958232343
5.0,3.3755102040816327,109.18367346938776,1.015694691085669,0.4142841323553922
5.0,3.544285714285714,109.18367346938776,1.0112569012153836,0.4137189078170568
5.0,3.713061224489796,109.18367346938776,1.0150130180698946,0.41340794212647103
5.0,3.8818367346938776,109.18367346938776,1.0269091569179583,0.41330833878786
5.0,4.050612244897959,109.18367346938776,1.0470167565325976,0.4133861097137751
5.0,4.219387755102041,109.18367346938776,1.0755317355232568,0.4136176413125753
5.0,4.388163265306122,109.18367346938776,1.0847321128574963,0.41398999547882276
5.0,4.556938775510204,109.18367346938776,1.0864921162139205,0.4145001898701367
5.0,4.725714285714286,109.18367346938776,1.088533548594067,0.4151535871618077
5.0,4.894489795918367,109.18367346938776,1.091317961523636,0.4158363378707759
5.0,5.063265306122449,109.18367346938776,1.1142148950382327,0.4166448567771154
5.0,5.23204081632653,109.18367346938776,1.1396990786186016,0.4176042751278469
5.0,5.400816326530612,109.18367346938776,1.1693986033994141,0.41805872078497
5.0,5.569591836734694,109.18367346938776,1.204652138724779,0.4182156308979731
5.0,5.738367346938776,109.18367346938776,1.2515327658557698,0.4191484235194598
5.0,5.9071428571428575,109.18367346938776,1.3549914828456602,0.4209879930284359
5.0,6.075918367346938,109.18367346938776,1.4692094454689657,0.4271674187824336
5.0,6.24469387755102,109.18367346938776,1.578669257817827,0.43555217532662294
5.0,6.413469387755102,109.18367346938776,1.6927597644685612,0.4452707793849616
5.0,6.582244897959184,109.18367346938776,1.7969104414548194,0.45567674055384055
5.0,6.751020408163265,109.18367346938776,1.8643244462176654,0.4693142221835528
5.0,6.919795918367347,109.18367346938776,1.8899628380503124,0.49373366337087077
5.0,7.088571428571428,109.18367346938776,1.937543349817882,0.5037702332777515
5.0,7.25734693877551,109.18367346938776,1.9859465366380522,0.4907539492659211
5.0,7.426122448979592,109.18367346938776,2.004268913713064,0.4746934273042952
5.0,7.594897959183673,109.18367346938776,2.021092775076373,0.47055977496424495
5.0,7.763673469387755,109.18367346938776,2.0366429480560386,0.4911304887477038
5.0,7.932448979591837,109.18367346938776,2.045203492715094,0.5329365828262042
5.0,8.101224489795918,109.18367346938776,2.0529229123119914,0.5482572064244937
5.0,8.27,109.18367346938776,2.0597158615069855,0.5641991988396813
5.0,0.0,110.81632653061224,1.9452248322535566,1.251573215719731
5.0,0.16877551020408177,110.81632653061224,1.892338707346895,1.1162142932777201
5.0,0.33755102040816354,110.81632653061224,1.8647089766895402,0.9602096072176173
5.0,0.5063265306122444,110.81632653061224,1.7877179611478191,0.9279970341093376
5.0,0.6751020408163262,110.81632653061224,1.6720152942810678,0.8308357367863287
5.0,0.8438775510204088,110.81632653061224,1.5377761468763125,0.7360067113775184
5.0,1.0126530612244897,110.81632653061224,1.407136603160215,0.6842727575859484
5.0,1.1814285714285715,110.81632653061224,1.2765656324001227,0.6395953365257558
5.0,1.3502040816326533,110.81632653061224,1.2051912724093976,0.5732617258463877
5.0,1.518979591836735,110.81632653061224,1.1606721243468152,0.535897445303822
5.0,1.6877551020408168,110.81632653061224,1.1244251718736598,0.4754482564520641
5.0,1.8565306122448977,110.81632653061224,1.0917507182067805,0.44582500613849674
5.0,2.0253061224489795,110.81632653061224,1.0875170494981619,0.42714988530956055
5.0,2.194081632653061,110.81632653061224,1.0844320927919306,0.4189771492539256
5.0,2.362857142857143,110.81632653061224,1.0359712233843128,0.41800553252727746
5.0,2.5316326530612243,110.81632653061224,0.9786499869300904,0.41574918959104656
5.0,2.7004081632653056,110.81632653061224,0.9320289449810228,0.4133614067002698
5.0,2.869183673469388,110.81632653061224,0.9128316061034399,0.4109559230283384
5.0,3.037959183673469,110.81632653061224,0.9072268153401692,0.4082940422330361
5.0,3.206734693877551,110.81632653061224,0.903252006554712,0.4065548511160676
5.0,3.3755102040816327,110.81632653061224,0.9009068226721233,0.40558980636863773
5.0,3.544285714285714,110.81632653061224,0.9001835631722563,0.4052787017690451
5.0,3.713061224489796,110.81632653061224,0.9010687330534284,0.4056467283976707
5.0,3.8818367346938776,110.81632653061224,0.9035445223293479,0.4064258650489315
5.0,4.050612244897959,110.81632653061224,0.9075900949582644,0.4075576434093455
5.0,4.219387755102041,110.81632653061224,0.9131826309072081,0.4090001096967527
5.0,4.388163265306122,110.81632653061224,0.9332729817694221,0.41071347397962543
5.0,4.556938775510204,110.81632653061224,0.9787817497903719,0.4123331850592399
5.0,4.725714285714286,110.81632653061224,1.0343270598675254,0.41349020881358955
5.0,4.894489795918367,110.81632653061224,1.0842716997058506,0.414776606485618
5.0,5.063265306122449,110.81632653061224,1.0872528890400923,0.416032198386885
5.0,5.23204081632653,110.81632653061224,1.0905192387607432,0.41732547377731166
5.0,5.400816326530612,110.81632653061224,1.1201607367144468,0.41806058032013016
5.0,5.569591836734694,110.81632653061224,1.1550404843940838,0.4182481708793304
5.0,5.738367346938776,110.81632653061224,1.1986045845839333,0.4196962791100004
5.0,5.9071428571428575,110.81632653061224,1.2598071371778947,0.4223516599786007
5.0,6.075918367346938,110.81632653061224,1.3904102997954775,0.43057541799573795
5.0,6.24469387755102,110.81632653061224,1.525974242001915,0.4398426440592649
5.0,6.413469387755102,110.81632653061224,1.6667626491902503,0.44997377466939936
5.0,6.582244897959184,110.81632653061224,1.7893272282712862,0.46070808080282477
5.0,6.751020408163265,110.81632653061224,1.8672249888487507,0.4828905757512922
5.0,6.919795918367347,110.81632653061224,1.9002209354376232,0.5062098214634013
5.0,7.088571428571428,110.81632653061224,1.9624081584598119,0.49866678078567034
5.0,7.25734693877551,110.81632653061224,1.9973123965372166,0.4662991382546031
5.0,7.426122448979592,110.81632653061224,2.0176661854263753,0.4542265532796622
5.0,7.594897959183673,110.81632653061224,2.035515898934703,0.4647467462790723
5.0,7.763673469387755,110.81632653061224,2.0457957007525205,0.4950207873378849
5.0,7.932448979591837,110.81632653061224,2.054358641881203,0.5149116260464721
5.0,8.101224489795918,110.81632653061224,2.0615013247148553,0.5076954397156995
5.0,8.27,110.81632653061224,2.06243330601846,0.528473447575184
5.0,0.0,112.44897959183672,1.9239957052143823,1.2116890130901075
5.0,0.16877551020408177,112.44897959183672,1.8798439079884253,1.0395782322280445
5.0,0.33755102040816354,112.44897959183672,1.8458774761172843,0.956270829560656
5.0,0.5063265306122444,112.44897959183672,1.717007436262649,0.8833656927719383
5.0,0.6751020408163262,112.44897959183672,1.5790060772481542,0.7879270378742349
5.0,0.8438775510204088,112.44897959183672,1.4384040219271401,0.7002009090939454
5.0,1.0126530612244897,112.44897959183672,1.2915008988339598,0.6709501420571258
5.0,1.1814285714285715,112.44897959183672,1.2055243639135058,0.5837761195574952
5.0,1.3502040816326533,112.44897959183672,1.1556050194701364,0.545549542922309
5.0,1.518979591836735,112.44897959183672,1.115134896468572,0.48039889944832825
5.0,1.6877551020408168,112.44897959183672,1.0893134425779123,0.4447285842357199
5.0,1.8565306122448977,112.44897959183672,1.0853760943989825,0.42340005282440485
5.0,2.0253061224489795,112.44897959183672,1.0374256808762647,0.4181922577029742
5.0,2.194081632653061,112.44897959183672,0.9594667247494225,0.4161717333581959
5.0,2.362857142857143,112.44897959183672,0.9126271074730595,0.4125704173599689
5.0,2.5316326530612243,112.44897959183672,0.9015962546263341,0.4071400215099976
5.0,2.7004081632653056,112.44897959183672,0.8922467597085457,0.4017525542886832
5.0,2.869183673469388,112.44897959183672,0.8706498603250317,0.3961462330918495
5.0,3.037959183673469,112.44897959183672,0.839038781921788,0.38803914409969265
5.0,3.206734693877551,112.44897959183672,0.8173184303641379,0.38391992907064215
5.0,3.3755102040816327,112.44897959183672,0.8048943895536764,0.3831696327528744
5.0,3.544285714285714,112.44897959183672,0.8013946192404786,0.38519941290162923
5.0,3.713061224489796,112.44897959183672,0.8066679517790054,0.38948709385281227
5.0,3.8818367346938776,112.44897959183672,0.8207865080114617,0.39559948099132286
5.0,4.050612244897959,112.44897959183672,0.8440527380705252,0.3999270204788926
5.0,4.219387755102041,112.44897959183672,0.8770119646960258,0.40278289699922953
5.0,4.388163265306122,112.44897959183672,0.8935693406466597,0.40591885625816193
5.0,4.556938775510204,112.44897959183672,0.903019430295748,0.4087601368117244
5.0,4.725714285714286,112.44897959183672,0.9141174579023146,0.4118131777265218
5.0,4.894489795918367,112.44897959183672,0.9677555928872964,0.413588541408729
5.0,5.063265306122449,112.44897959183672,1.0469142681369181,0.41537359105396543
5.0,5.23204081632653,112.44897959183672,1.085812874086544,0.41696415299145395
5.0,5.400816326530612,112.44897959183672,1.0898334620822692,0.4180489031188036
5.0,5.569591836734694,112.44897959183672,1.1210690046212588,0.4182650383129165
5.0,5.738367346938776,112.44897959183672,1.164627903497998,0.4200873057621961
5.0,5.9071428571428575,112.44897959183672,1.218180702958841,0.4245890354171108
5.0,6.075918367346938,112.44897959183672,1.3351341721013978,0.4334441976072789
5.0,6.24469387755102,112.44897959183672,1.4942381284664275,0.44360877950115774
5.0,6.413469387755102,112.44897959183672,1.6541660776241502,0.4543014195903504
5.0,6.582244897959184,112.44897959183672,1.7974769317731853,0.46856741240979594
5.0,6.751020408163265,112.44897959183672,1.8734470924851898,0.49489042227540453
5.0,6.919795918367347,112.44897959183672,1.921522278276292,0.5172857825222241
5.0,7.088571428571428,112.44897959183672,1.9863744073238823,0.47369985948015525
5.0,7.25734693877551,112.44897959183672,2.010509934527268,0.45214742020850374
5.0,7.426122448979592,112.44897959183672,2.031012574620046,0.446857071538036
5.0,7.594897959183673,112.44897959183672,2.044646550023451,0.45477259603641174
5.0,7.763673469387755,112.44897959183672,2.054400559596902,0.4696965436722946
5.0,7.932448979591837,112.44897959183672,2.061625371984214,0.49874042964641974
5.0,8.101224489795918,112.44897959183672,2.062671040585352,0.5028243569364816
5.0,8.27,112.44897959183672,2.071535886552806,0.520577452220206
5.0,0.0,114.08163265306123,1.9152946531760704,1.190940200343951
5.0,0.16877551020408177,114.08163265306123,1.8738041726658055,0.9965389883410646
5.0,0.33755102040816354,114.08163265306123,1.8110006556108371,0.9454899111718672
5.0,0.5063265306122444,114.08163265306123,1.6770969437951855,0.8504646205291887
5.0,0.6751020408163262,114.08163265306123,1.5232690039983001,0.7471455944979258
5.0,0.8438775510204088,114.08163265306123,1.3681132252815744,0.6840727798883737
5.0,1.0126530612244897,114.08163265306123,1.2298196858596615,0.6272007795881012
5.0,1.1814285714285715,114.08163265306123,1.173754687451644,0.567219057712054
5.0,1.3502040816326533,114.08163265306123,1.1260774623310998,0.5054912977129629
5.0,1.518979591836735,114.08163265306123,1.0899993335003666,0.45165320225083205
5.0,1.6877551020408168,114.08163265306123,1.0855207849625408,0.4265318135884377
5.0,1.8565306122448977,114.08163265306123,1.0274413047529494,0.4181952427160913
5.0,2.0253061224489795,114.08163265306123,0.9375413314304332,0.41548067077736295
5.0,2.194081632653061,114.08163265306123,0.9060709426401066,0.4098586206868463
5.0,2.362857142857143,114.08163265306123,0.8926952928361955,0.4015127759618259
5.0,2.5316326530612243,114.08163265306123,0.8514910577300175,0.3853382675331775
